1, 4
2, 11
3, 3
4, 1
5, 2
6, 1
7, 3
9, 1
10, 2
11, 5
13, 2
14, 4
15, 2
16, 2
17, 1
18, 1
19, 1
20, 2
21, 3
22, 1
23, 4
24, 1
26, 2
28, 1
29, 2
30, 1
31, 3
32, 4
33, 2
34, 3
35, 1
36, 1
37, 1
38, 1
39, 1
41, 4
42, 2
43, 4
44, 1
45, 1
46, 3
47, 2
48, 2
50, 1
51, 3
52, 1
53, 3
54, 2
55, 2
59, 3
60, 1
61, 3
64, 1
65, 1
66, 5
67, 1
69, 1
71, 1
73, 1
76, 1
78, 1
79, 1
80, 1
81, 1
82, 1
84, 2
86, 1
88, 2
90, 1
93, 1
94, 1
95, 1
97, 2
98, 1
101, 1
107, 1
111, 2
119, 1
121, 1
123, 1
126, 2
127, 1
128, 2
130, 1
135, 1
137, 1
141, 1
144, 2
145, 1
155, 1
156, 1
158, 1
164, 1
169, 1
175, 1
182, 1
186, 1
198, 1
224, 1
232, 1
233, 1
234, 1
242, 1
263, 1
281, 1
293, 1
302, 1
309, 1
311, 1
333, 1
335, 1
344, 1
347, 1
368, 1
414, 1
450, 1
460, 1
484, 1
557, 1
645, 1
680, 1
704, 1
762, 1
835, 1
1892, 1
2170, 1
3725, 1
avg, 123.539
